TSN,genus
838165,Oxycephala
838166,Callistola
838167,Aulostyrax
838168,Isopedhispa
838169,Caledonispa
838170,Nesohispa
838171,Octodonta
838172,Exothispa
838173,Pharangispa
838174,Javeta
838175,Coelaenomenodera
838176,Balyana
838177,Rhabdotohispa
838178,Promecispa
838179,Promecotheca
838180,Pistosia
838182,Wallacispa
838183,Downesia
838184,Aspidispa
838185,Agonita
838186,Klitispa
838187,Monagonia
838188,Agoniella
838189,Gonophora
838190,Prionispa
838191,Oncocephala
838193,Pleurispa
838194,Hispellinus
838195,Acmenychus
838196,Pseudispella
838197,Phidodontina
838198,Sinispa
838199,Polyconia
838200,Asamangulia
838201,Dorcathispa
838203,Rhadinosa
838205,Cirrispa
838206,Peronycha
838207,Unguispa
838208,Dactylispa
838209,Trichispa
838210,Dicladispa
838211,Thoracispa
838212,Platypria
838213,Cassidispa
838215,Cubispa
838217,Calamispa
838218,Palmispa
838219,Teretrispa
838220,Stephanispa
838221,Callohispa
838222,Cyperispa
838223,Heterrhachispa
838224,Enischnispa
838226,Callanispa
838228,Bulolispa
838229,Ischnispa
838230,Ovotispa
838231,Jambhala
838232,Parvispa
838235,Ceratispa
838238,Rhoptrispa
838239,Metazycera
838241,Micrispa
838242,Philodonta
838243,Gyllenhaleus
838244,Chrysispa
838245,Thomispa
900033,Alloweckelia
931414,Nippononebria
931415,Tetracha
931416,Cylindera
931417,Ellipsoptera
931418,Microthylax
931419,Opilidia
931420,Brasiella
931421,Dromochorus
931422,Habroscelimorpha
931423,Eunota
931424,Paraclivina
931425,Oxydrepanus
931426,Semiardistomis
931427,Akephorus
931428,Dyschirius
931429,Broscus
931430,Blemus
931431,Amerizus
931432,Lionepha
931433,Serranillus
931434,Pogonus
931435,Goniotropis
931436,Physea
931437,Ozaena
931438,Stolonis
931439,Abaris
931440,Hybothecus
931441,Poecilus
931442,Lophoglossus
931443,Piesmus
931444,Gastrellarius
931445,Stomis
931446,Stereocerus
931447,Cyclotrachelus
931448,Anatrichis
931449,Oodinus
931450,Lachnocrepis
931451,Agonoleptus
931452,Dicheirotrichus
931453,Philodes
931454,Piosoma
931455,Ophonus
931456,Amblygnathus
931457,Athrostictus
931458,Aztecarpalus
931459,Pseudamara
931460,Laemostenus
931461,Elliptoleus
931462,Tetraleucus
931463,Anchomenus
931464,Mexisphodrus
931465,Tanystoma
931466,Paranchus
931467,Oxypselaphus
931468,Metacolpodes
931469,Calybe
931470,Mochtherus
931471,Eucheila
931472,Philorhizus
931473,Syntomus
931474,Hyboptera
931475,Calleida
931476,Philophuga
931477,Onota
931478,Anaulacus
931479,Antarctonomus
931480,Craspedonotus
931481,Eucamaragnathus
931482,Lymnastis
931483,Oopterus
931485,Siagona
931486,Antilliscaris
931487,Pericompsus
931488,Coptocarpus
945746,Huleechius
945747,Xenelmis
945749,Bryelmis
952265,Nelsonphotus
952266,Prolutacea
952267,Lampyris
952268,Cratomorphus
952269,Pyropygodes
952270,Phaenolis
952271,Aspisomoides
952272,Cheguevaria
952273,Lychnacris
952274,Erythrolychnia
952275,Callopisma
952276,Robopus
952277,Heterophotinus
952278,Microdiphot
952279,Presbyolampis
952280,Rufolychnia
952281,Alecton
952282,Roleta
952283,Memoan
952284,Ophoelis
952285,Lamprocera
952286,Lucio
952287,Cassidomorphus
952288,Photinoides
952290,Jamphotus
952291,Calotrachelum
952292,Oliviereus
952293,Lucidotopsis
952294,Pyractonema
952295,Dilychnia
952296,Platylampis
952297,Pseudolychnuris
952298,Pristolycus
952300,Amydetes
952301,Magnoculus
952302,Cladodes
952303,Vesta
952304,Ledocas
952305,Dodacles
952306,Dryptelytra
952307,Psilocladus
952308,Ethra
952309,Scissicauda
952310,Photoctus
952311,Pyrogaster
952312,Microlampyris
952314,Diaphanes
952316,Ovalampis
952317,Petalacmis
952318,Calyptocephalus
952319,Lucernuta
952320,Mimophotinus
952321,Lucidina
952322,Phosphaenopterus
952323,Lamprigera
952324,Lampyroidea
952325,Colophotia
952326,Pyrophanes
952327,Pteroptyx
952329,Atyphella
952330,Curtos
952332,Afrodiaphanes
952333,Harmatelia
952334,Cyphonocerus
952335,Pygoluciola
952336,Eoluciola
952337,Aquatica
952338,Emasia
952339,Hyperstoma
952340,Abscondita
952341,Emeia
952342,Aquilonia
952343,Asymmetricata
952344,Convexa
952346,Lloydiella
952347,Magnalata
952348,Missimia
952349,Photuroluciola
952350,Pygatyphella
952351,Lamellipalpus
952352,Electotreta
952353,Oculogryphus
952355,Australoluciola
952356,Medeopteryx
952357,Pacifica
952359,Trisinuata
952360,Nyctophila
952361,Pyrocoelia
952362,Drilaster
952363,Flabellototreta
952364,Ceylanodrilus
952365,Ototretadrilus
952366,Hydaspoides
952367,Picodrilus
952368,Lamellipalpodes
952369,Gorhamia
952370,Eugeusis
952371,Brachypterodrilus
952373,Falsophaeopterus
952374,Stenocladius
952375,Baolacus
952376,Lychnobius
952378,Pelania
952380,Anadrilus
952390,Ybytyramoan
952391,Paracratomorphus
1007302,Enalosalda
1007303,Oligosaldina
1007304,Paralosalda
1007305,Propentacora
1007306,Capitonisalda
1007307,Chartoscirta
1007308,Halosalda
1007309,Helenasaldula
1007310,Oiosalda
1007311,Orthophrys
1007312,Pseudosaldula
1007313,Salduncula
1007317,Capitonisaldoida
1007318,Mascarenisalda
1007319,Aoteasalda
1007320,Kiwisaldula
1007321,Zemacrosaldula
1007322,Sinosalda
1007323,Orthosaldula
1007327,Chartosaldoida
1007328,Saldonia
1007329,Brevrimatus
1008681,Limnobatodes
1008682,Heterocleptes
1008683,Veliometra
1008684,Carinametra
1008685,Bacillometroides
1008686,Bacillometra
1008687,Cretaceometra
1008688,Eocenometra
1008690,Dolichocephalometra
1008691,Burmametra
1008692,Metrocephala
1008694,Chaetometra
1008695,Alavametra
1008696,Incertametra
1008697,Limnacis
1008698,Protobacillometra
1012065,Austrovelia
1012066,Seychellovelia
1012067,Nereivelia
1012068,Sinovelia
1012070,Emilianovelia
1012071,Malenavelia
1014458,Herthania
1014459,Nyholmia
1014460,Exneria
1014461,Yoshitomia
1014595,Angilia
1014596,Angilovelia
1014597,Oiovelia
1014598,Stridulivelia
1014599,Veloidea
1014600,Geovelia
1014601,Pseudovelia
1014602,Perittopus
1014603,Xiphovelia
1014604,Neusterensifer
1014605,Baptista
1014606,Tubuaivelia
1014607,Lathriovelia
1014608,Haloveloides
1014609,Strongylovelia
1014610,Ocheovelia
1014611,Xenobates
1014612,Fijivelia
1014613,Entomovelia
1014614,Tetraripis
1014615,Petrovelia
1014616,Phoreticovelia
1014617,Drepanovelia
1014618,Aegilipsicola
1014619,Brechivelia
1014620,Rheovelia
1014621,Tanyvelia
1014622,Tarsovelia
1014623,Chenevelia
1014624,Halovelia
1014625,Lacertovelia
1014626,Nesidovelia
1014627,Tarsoveloides
1014628,Polhemovelia
1014629,Balticovelia
1014630,Electrovelia
1014631,Papuavelia
1014632,Neoalardus
1014633,Cylicovelia
1014634,Aphrovelia
1014635,Euvelia
1014637,Xiphoveloidea
1014638,Mangrovelia
1014639,Millotella
1014640,Tonkouivelia
1014641,Velohebria
1014642,Hebrovelia
1014643,Aegilipsovelia
1014644,Gracilovelia
1014645,Ocellovelia
1014646,Tenagovelia
1014647,Carayonella
1014648,Microvelopsis
1014649,Aquulavelia
1014652,Submicrovelia
1014654,Microveloidella
1014655,Menuthiasia
1014656,Arcantivelia
1025030,Heterogyrus
1025031,Macrogyrus
1025032,Andogyrus
1025033,Enhydrus
1025034,Porrorhynchus
1025035,Metagyrinus
1025036,Aulonogyrus
1025037,Orectochilus
1025038,Patrus
1025039,Orectogyrus
1053536,Timasius
1053537,Neotimasius
1053538,Hebrometra
1053539,Hyrcanus
1053540,Stenohebrus
1053541,Nieserius
1053542,Austrohebrus
1053543,Miohebrus
1061820,Rhyacobates
1061821,Ptilomera
1061822,Rheumatogonus
1061823,Pleciobates
1061824,Andersenius
1061825,Pleciogonus
1061826,Gigantometra
1061827,Gerrisella
1061828,Tenagogerris
1061829,Tachygerris
1061830,Cylindrostethus
1061831,Brachymetra
1061832,Halobatopsis
1061833,Ovatametra
1061834,Telmatometra
1061835,Esakia
1061836,Limnometra
1061837,Tenagogonus
1061839,Tenagometra
1061840,Tenagometrella
1061841,Eurygerris
1061842,Eotrechus
1061843,Chimarrhometra
1061844,Metrocoris
1061845,Telmatometroides
1061847,Potamometropsis
1061849,Amemboa
1061850,Tarsotrechus
1061851,Onychotrechus
1061852,Potamobates
1061854,Trepobatoides
1061856,Lathriobates
1061857,Lathriobatoides
1061858,Charmatometra
1061859,Platygerris
1061860,Celerobates
1061861,Ptilomerella
1061862,Archaeoptilomera
1061863,Andersenella
1061864,Ciliometra
1061865,Iobates
1061866,Metrobatoides
1061867,Metrobatopsis
1061868,Rheumatometra
1061869,Stygiobates
1061870,Floresiobates
1061871,Jucundus
1061872,Stridulobates
1061873,Calyptobates
1061874,Naboandelus
1061875,Hynesionella
1061876,Gnomobates
1061877,Pseudohalobates
1061878,Rheumatometroides
1061879,Stenobates
1061880,Stenobatopsis
1061881,Thetibates
1061882,Asclepios
1061883,Ventidius
1061884,Austrobates
1061891,Rhagadotarsus
1061892,Talaudia
1061894,Amemboides
1061895,Potamometroides
1061896,Heterobates
1061897,Potamometra
1061898,Eurymetra
1061899,Eurymetropsiella
1061900,Eurymetropsielloides
1061901,Eurymetropsis
1061905,Eobates
1061907,Succineogerris
1061910,Electrogerris
1061911,Brachymetroides
1061912,Electrobates
1061913,Lutetiabates
1061914,Cylindrobates
1061915,Palaeogerris
1061916,Telmatrechus
1061917,Cretogerris
1063765,Aesobia
1063766,Anommatelmis
1063767,Aspidelmis
1063768,Aulacosolus
1063769,Austrelmis
1063770,Austrolimnius
1063771,Cephalolimnius
1063772,Coxelmis
1063773,Ctenelmis
1063774,Cuspidevia
1063775,Disersus
1063776,Dryopomorphus
1063777,Dupophilus
1063778,Elachistelmis
1063779,Elmidolia
1063780,Elpidemis
1063781,Eonychius
1063782,Epodelmis
1063783,Esolus
1063784,Eumicrodinodes
1063785,Exolimnius
1063786,Graphelmis
1063787,Graphosolus
1063788,Grouvellinus
1063789,Gyrelmis
1063790,Haraldaria
1063791,Hedyselmis
1063792,Helminthocharis
1063793,Helminthopsis
1063794,Hexanchorus
1063795,Hintonelmis
1063796,Hispaniolara
1063797,Holcelmis
1063798,Homalosolus
1063799,Hydora
1063800,Hydrethus
1063801,Hypsilara
1063802,Ilamelmis
1063803,Indosolus
1063804,Jaechomorphus
1063805,Jilanzhunychus
1063806,Jolyelmis
1063807,Kingolus
1063808,Laorina
1063809,Lathridelmis
1063810,Leielmis
1063811,Lemalelmis
1063812,Leptelmis
1063813,Lobelmis
1063814,Loxostirus
1063815,Luchoelmis
1063816,Ludyella
1063817,Macronevia
1063818,Macronychoides
1063819,Microdinodes
1063820,Microlara
1063821,Neblinagena
1063822,Neolimnius
1063823,Neoriohelmis
1063824,Nesonychus
1063825,Nomuraelmis
1063826,Notelmis
1063827,Notriolus
1063828,Ohiya
1063829,Okalia
1063830,Omotonus
1063831,Onychelmis
1063832,Oolimnius
1063833,Orientelmis
1063834,Ovolara
1063835,Pachyelmis
1063836,Pagelmis
1063837,Paramacronychus
1063838,Parapotamophilus
1063839,Peloriolus
1063840,Phanoceroides
1063841,Pharceonus
1063842,Pilielmis
1063843,Podelmis
1063844,Podonychus
1063845,Portelmis
1063846,Potamocares
1063847,Potamodytes
1063848,Potamogethes
1063849,Potamolatres
1063850,Potamophilinus
1063851,Potamophilops
1063852,Potamophilus
1063853,Prionosolus
1063854,Pseudamophilus
1063855,Pseudancyronyx
1063856,Pseudelmidolia
1063857,Pseudodisersus
1063858,Pseudomacronychus
1063859,Rhopalonychus
1063860,Riolus
1063861,Roraima
1063862,Rudielmis
1063863,Sinelmis
1063864,Sinonychus
1063865,Sphragidelmis
1063866,Stegoelmis
1063867,Stenhelmoides
1063868,Stethelmis
1063869,Stetholus
1063870,Taprobanelmis
1063871,Tolmerelmis
1063872,Tolriolus
1063873,Trachelminthopsis
1063874,Tropidelmis
1063875,Tyletelmis
1063876,Unguisaeta
1063877,Urumaelmis
1063878,Vietelmis
1063879,Xenelmoides
1063880,Zaitzeviaria
1063885,Typhloelmis
1077103,Weberiella
1077104,Horvathinia
1077105,Kirkaldyia
1077106,Appasus
1077107,Diplonychus
1077109,Limnogeton
1077110,Hydrocyrius
1085195,Stenoclyptus
1085196,Theoborus
1085197,Dryocoetoides
1085198,Coptoborus
1085199,Cyclorhipidion
1085200,Cnestus
1085201,Anisandrus
1085202,Dactylotrypes
1085203,Dryoxylon
1085204,Ambrosiophilus
1085205,Hylurgus
1085206,Tomicus
1085207,Pseudips
1085208,Wallacellus
1085209,Loganius
1085210,Pachysquamus
1085595,Telmatotrephes
1085598,Laccotrephes
1085599,Cercotmetus
1085600,Borborophilus
1085601,Montonepa
1085602,Borborophyes
1085603,Paranepa
1085605,Nepella
1085606,Nepitella
1085607,Goondnomdanepa
1085608,Austronepa
1085959,Heteroplea
1086626,Nilsvelia
1086688,Paranisops
1086689,Enithares
1086690,Nychia
1086692,Aphelonecta
1086693,Neonychia
1086694,Enitharoides
1086695,Walambianisops
1088834,Stenocorixa
1088835,Heterocorixa
1088836,Ectemnostegella
1088837,Ectemnostega
1088838,Agraptocorixa
1088839,Neosigara
1088840,Orocorixa
1088841,Xenocorixa
1088842,Monticorixa
1088843,Heliocorisa
1088844,Paracorixa
1088845,Parasigara
1088846,Cnethocymatia
1088853,Diaprepocoris
1088854,Pseudoglaenocorisa
1088855,Krizousacorixa
1088856,Trichocorixella
1089618,Christometra
1089619,Spelaeometra
1089620,Cephalometra
1089624,Gallomesovelia
1089625,Glaesivelia
1089626,Iberovelia
1089634,Mogulones
1132455,Erinna
1132456,Galba
1132457,Archiphysa
1132458,Laurentiphysa
1132459,Hebetancylus
1132461,Rhodacmea
1132469,Floridobia
1132471,Ecrobia
1132472,Peringia
1132474,Idaholanx
1133538,Creaserinus
1133539,Faxonius
1133555,Lacunicambarus
1150391,Verrallina
1150392,Chagasia
1150394,Heizmannia
1150395,Eretmapodites
1150397,Tripteroides
1150400,Topomyia
1150401,Onirion
1150402,Aedeomyia
1150404,Lutzia
1150405,Zeugnomyia
1150408,Sabethes
1150417,Armigeres
1150428,Maorigoeldia
1150429,Udaya
1150434,Mimomyia
1150438,Hodgesia
1150453,Runchomyia
1150454,Opifex
1150456,Ficalbia
1150457,Bironella
1150459,Kimia
1150463,Isostomyia
1150464,Malaya
1150466,Shannoniana
1150474,Galindomyia
1156465,Capelatus
1156466,Belladessus
1156467,Incomptodessus
1156468,Petrodessus
1156469,Spanglerodessus
1156470,Amurodytes
1156471,Boreonectes
1156472,Etruscodytes
1156473,Psychopomporus
1156474,Brancuporus
1156475,Laccomimus
1156476,Caperhantus
1156477,Meridiorhantus
1156478,Nartus
1156479,Rompindessus
1156480,Tassilodytes
1156481,Novadessus
1156482,Clemnius
1156483,Zimpherus
1156485,Nectoboreus
1156486,Mystonectes
1156487,Clarkhydrus
1156488,Hornectes
1156489,Iberonectes
1156490,Larsonectes
1156491,Leconectes
1156492,Nectomimus
1156493,Zaitzevhydrus
1156494,Nectoporus
1156495,Neonectes
1156496,Laodytes
1156497,Hamadiana
1157617,Ankonophallus
1157618,Inflata
1157619,Sclerotia
1157620,Triangulara
1157621,Flabellopalpodes
1157622,Protoluciola
1157623,Luciuranus
1157626,Araucariocladus
1157627,Aorphallus
1157629,Kuantana
1157630,Serratia
1157631,Uanauna
1157632,Chespirito
1157633,Crassitarsus
1157634,Paraphotinus
1157635,Pyractomena
1157636,Emarginoptyx
1157637,Dadophora
1157638,Costalampys
1221421,Phalilus
1222072,Neohydrocoptus
1222073,Liocanthydrus
1222074,Noterus
1222075,Renotus
1222077,Synchortus
1222078,Tonerus
1222079,Speonoterus
1222080,Canthysellus
1222081,Jolyssellus
1222082,Llanoterus
1222083,Shepardhydras
1222085,Prionohydrus
1222086,Bicarinaus
1222087,Polylobata
1222088,Aponwaopterus
1222089,Suretonorpus
1222090,Sternocanthus
